33	1
276	13
343	17
325	16
143	7
332	16
349	17
206	10
22	1
295	14
19	0
250	12
286	14
166	8
52	2
65	3
329	16
5	0
290	14
270	13
107	5
172	8
182	9
72	3
294	14
48	2
212	10
194	9
368	18
361	18
84	4
278	13
344	17
333	16
396	19
326	16
262	13
127	6
266	13
16	0
95	4
337	16
67	3
235	11
38	1
219	10
319	15
225	11
159	7
51	2
259	12
103	5
86	4
81	4
383	19
71	3
249	12
345	17
352	17
23	1
257	12
30	1
56	2
217	10
93	4
82	4
129	6
61	3
66	3
208	10
133	6
44	2
106	5
307	15
28	1
296	14
98	4
196	9
386	19
218	10
308	15
18	0
365	18
70	3
310	15
265	13
316	15
315	15
258	12
377	18
105	5
239	11
190	9
384	19
284	14
234	11
263	13
9	0
4	0
63	3
175	8
26	1
144	7
277	13
73	3
183	9
45	2
15	0
59	2
136	6
53	2
35	1
130	6
90	4
238	11
283	14
340	17
114	5
168	8
364	18
205	10
242	12
228	11
211	10
318	15
397	19
256	12
34	1
115	5
305	15
6	0
58	2
147	7
245	12
204	10
185	9
379	18
244	12
135	6
20	1
302	15
304	15
167	8
131	6
151	7
192	9
111	5
110	5
374	18
138	6
87	4
25	1
10	0
378	18
359	17
237	11
233	11
213	10
347	17
75	3
104	5
338	16
85	4
149	7
165	8
37	1
198	9
324	16
124	6
334	16
373	18
391	19
348	17
7	0
174	8
275	13
199	9
306	15
247	12
273	13
243	12
351	17
153	7
220	11
289	14
297	14
97	4
99	4
288	14
164	8
193	9
54	2
395	19
354	17
160	8
145	7
207	10
126	6
148	7
64	3
388	19
173	8
370	18
74	3
287	14
227	11
248	12
13	0
387	19
264	13
177	8
150	7
224	11
2	0
139	6
117	5
393	19
170	8
112	5
180	9
367	18
353	17
327	16
382	19
140	7
123	6
158	7
209	10
226	11
399	19
330	16
303	15
336	16
299	14
181	9
376	18
47	2
113	5
49	2
267	13
