103	5
35	1
353	17
295	14
228	11
359	17
110	5
286	14
53	2
20	1
347	17
165	8
237	11
340	17
319	15
86	4
205	10
396	19
367	18
111	5
238	11
23	1
378	18
227	11
399	19
299	14
180	9
115	5
324	16
130	6
72	3
365	18
183	9
45	2
47	2
308	15
294	14
368	18
164	8
377	18
82	4
370	18
138	6
283	14
44	2
98	4
74	3
337	16
172	8
329	16
264	13
106	5
93	4
289	14
182	9
196	9
67	3
217	10
175	8
384	19
395	19
218	10
306	15
70	3
334	16
374	18
297	14
144	7
158	7
265	13
219	10
220	11
344	17
114	5
15	0
33	1
259	12
87	4
113	5
387	19
243	12
345	17
59	2
136	6
352	17
58	2
234	11
173	8
304	15
19	0
267	13
48	2
330	16
52	2
37	1
13	0
150	7
38	1
177	8
117	5
316	15
199	9
7	0
318	15
131	6
302	15
208	10
242	12
284	14
97	4
28	1
249	12
290	14
315	15
95	4
168	8
140	7
124	6
185	9
26	1
112	5
104	5
6	0
126	6
275	13
145	7
354	17
51	2
135	6
226	11
391	19
9	0
212	10
139	6
61	3
247	12
149	7
107	5
153	7
383	19
273	13
54	2
160	8
159	7
190	9
99	4
63	3
239	11
397	19
66	3
81	4
167	8
303	15
348	17
151	7
22	1
148	7
376	18
204	10
248	12
338	16
75	3
333	16
105	5
133	6
71	3
194	9
310	15
193	9
16	0
263	13
129	6
5	0
85	4
296	14
211	10
143	7
192	9
127	6
277	13
336	16
305	15
209	10
10	0
18	0
4	0
64	3
224	11
325	16
250	12
393	19
343	17
25	1
235	11
326	16
174	8
181	9
213	10
198	9
287	14
382	19
170	8
386	19
270	13
245	12
332	16
307	15
388	19
225	11
361	18
233	11
2	0
90	4
73	3
351	17
288	14
327	16
244	12
379	18
49	2
207	10
65	3
256	12
257	12
30	1
123	6
262	13
373	18
34	1
349	17
147	7
84	4
364	18
166	8
258	12
56	2
206	10
266	13
278	13
276	13
