181	9
117	5
63	3
126	6
180	9
379	18
262	13
368	18
256	12
326	16
129	6
337	16
139	6
263	13
391	19
225	11
306	15
183	9
370	18
15	0
168	8
299	14
148	7
206	10
9	0
37	1
333	16
164	8
20	1
277	13
93	4
72	3
248	12
209	10
242	12
198	9
243	12
286	14
107	5
151	7
258	12
73	3
367	18
30	1
175	8
25	1
173	8
13	0
182	9
399	19
106	5
257	12
388	19
234	11
160	8
56	2
386	19
264	13
194	9
283	14
127	6
359	17
149	7
384	19
336	16
259	12
26	1
365	18
217	10
124	6
7	0
177	8
104	5
349	17
86	4
111	5
47	2
295	14
270	13
353	17
66	3
22	1
6	0
378	18
44	2
52	2
354	17
103	5
95	4
218	10
227	11
33	1
297	14
267	13
90	4
319	15
135	6
85	4
287	14
303	15
208	10
144	7
211	10
226	11
284	14
207	10
67	3
23	1
48	2
84	4
364	18
34	1
265	13
74	3
315	15
393	19
233	11
348	17
105	5
344	17
5	0
99	4
244	12
374	18
71	3
310	15
18	0
228	11
316	15
185	9
289	14
165	8
249	12
153	7
266	13
383	19
190	9
2	0
158	7
159	7
114	5
82	4
81	4
143	7
396	19
237	11
38	1
239	11
131	6
167	8
219	10
343	17
397	19
10	0
113	5
140	7
205	10
376	18
302	15
338	16
332	16
304	15
150	7
340	17
19	0
199	9
170	8
59	2
97	4
110	5
4	0
204	10
318	15
70	3
174	8
220	11
345	17
28	1
64	3
224	11
87	4
275	13
308	15
213	10
58	2
49	2
305	15
192	9
273	13
250	12
53	2
329	16
212	10
307	15
352	17
373	18
54	2
278	13
238	11
334	16
245	12
51	2
296	14
166	8
138	6
395	19
294	14
133	6
330	16
347	17
193	9
247	12
387	19
123	6
130	6
45	2
276	13
136	6
377	18
290	14
382	19
65	3
325	16
98	4
235	11
147	7
361	18
115	5
145	7
61	3
35	1
351	17
16	0
172	8
327	16
112	5
324	16
196	9
75	3
288	14
