run,operation,started,time,status,label,bin_duration,blacklist_path,modes,n_sample_per_object,remove_outlier,save_dir,selection,tactile_path,threshold,trajectory_path,video_path,batch_size,epochs,lr,sample_file,output_size,loss_train,max_acc_train,loss_test,max_acc_test,acc_test,acc_train,tsample,tsr_stop,sc_true,sc_false,theta,tauRho,hidden_size,l1_loss_train,l2_loss_train,l1_loss_test,l2_loss_test,network,path,data_path,checkpoint_dir,data_dir,step,acc/test,acc/train,loss/test,loss/train,prob
0c4a9b5b,vt_optimize:tact,2020-04-03 00:52:31,0:16:36,completed,batch_size=64 cuda=1 lr=0.001 sample_file=2,,,,,,,,,,,,64,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8188edb,vt_optimize:vis,2020-04-03 00:50:14,0:25:27,completed,batch_size=64 cuda=2 lr=0.05 sample_file=2,,,,,,,,,,,,64,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ae59783,vt_optimize:tact,2020-04-03 00:33:08,0:19:21,completed,batch_size=8 cuda=1 lr=0.05 sample_file=2,,,,,,,,,,,,8,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd3fdac5,vt_optimize:vis,2020-04-03 00:24:14,0:25:59,completed,batch_size=64 cuda=2 lr=0.01 sample_file=2,,,,,,,,,,,,64,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c2f8d67,vt_optimize:tact,2020-04-03 00:14:50,0:18:18,completed,batch_size=8 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,8,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b11e7114,vt_optimize:vis,2020-04-02 23:58:35,0:25:38,completed,batch_size=64 cuda=2 lr=0.005 sample_file=2,,,,,,,,,,,,64,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38eaea53,vt_optimize:tact,2020-04-02 23:56:43,0:18:06,completed,batch_size=8 cuda=1 lr=0.005 sample_file=2,,,,,,,,,,,,8,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76b4c7ac,vt_optimize:tact,2020-04-02 23:38:37,0:18:06,completed,batch_size=8 cuda=1 lr=0.001 sample_file=2,,,,,,,,,,,,8,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd8a6e31,vt_optimize:vis,2020-04-02 23:32:42,0:25:53,completed,batch_size=64 cuda=2 lr=0.001 sample_file=2,,,,,,,,,,,,64,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3acac33,vt_optimize:vis,2020-04-02 23:04:58,0:27:43,completed,batch_size=8 cuda=2 lr=0.05 sample_file=2,,,,,,,,,,,,8,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0be5b55a,vt_optimize:tact,2020-04-02 22:48:06,0:50:30,completed,batch_size=1 cuda=1 lr=0.05 sample_file=2,,,,,,,,,,,,1,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318595a,vt_optimize:vis,2020-04-02 22:37:12,0:27:46,completed,batch_size=8 cuda=2 lr=0.01 sample_file=2,,,,,,,,,,,,8,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d7b3775,vt_optimize:vis,2020-04-02 22:00:58,0:36:13,completed,batch_size=8 cuda=2 lr=0.005 sample_file=2,,,,,,,,,,,,8,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48c7ecbf,vt_optimize:vis,2020-04-02 21:22:24,0:38:33,completed,batch_size=8 cuda=2 lr=0.001 sample_file=2,,,,,,,,,,,,8,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1ed09fb,vt_optimize:tact,2020-04-02 21:12:57,1:35:08,completed,batch_size=1 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdfbec54,vt_optimize:vis,2020-04-02 20:15:10,1:07:14,completed,batch_size=1 cuda=2 lr=0.05 sample_file=2,,,,,,,,,,,,1,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18d9843d,vt_optimize:tact,2020-04-02 19:32:32,1:40:25,completed,batch_size=1 cuda=1 lr=0.005 sample_file=2,,,,,,,,,,,,1,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352b1907,vt_optimize:vis,2020-04-02 19:29:27,0:45:42,completed,batch_size=1 cuda=2 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ded25342,vt_optimize:vis,2020-04-02 18:42:29,0:46:57,completed,batch_size=1 cuda=2 lr=0.005 sample_file=2,,,,,,,,,,,,1,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760bef92,vt_optimize:vis,2020-04-02 17:41:37,1:00:51,completed,batch_size=1 cuda=2 lr=0.001 sample_file=2,,,,,,,,,,,,1,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9aab4a0d,vt_optimize:tact,2020-04-02 17:40:37,1:51:55,completed,batch_size=1 cuda=1 lr=0.001 sample_file=2,,,,,,,,,,,,1,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450686f6,vt_optimize:vis,2020-04-02 09:50:39,0:30:29,completed,batch_size=256 cuda=2 lr=0.05 sample_file=2,,,,,,,,,,,,256,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e34cb664,vt_optimize:tact,2020-04-02 09:29:01,0:17:18,completed,batch_size=256 cuda=1 lr=0.5 sample_file=2,,,,,,,,,,,,256,,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25d6511b,vt_optimize:vis,2020-04-02 09:18:39,0:32:00,completed,batch_size=256 cuda=2 lr=0.01 sample_file=2,,,,,,,,,,,,256,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a9a55c6,vt_optimize:tact,2020-04-02 09:11:54,0:17:07,completed,batch_size=256 cuda=1 lr=0.1 sample_file=2,,,,,,,,,,,,256,,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2da6ce32,vt_optimize:tact,2020-04-02 08:54:41,0:17:13,completed,batch_size=256 cuda=1 lr=0.0005 sample_file=2,,,,,,,,,,,,256,,0.0005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b850d7c,vt_optimize:vis,2020-04-02 08:47:02,0:31:36,completed,batch_size=256 cuda=2 lr=0.005 sample_file=2,,,,,,,,,,,,256,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02c4a470,vt_optimize:tact,2020-04-02 08:37:08,0:17:32,completed,batch_size=256 cuda=1 lr=0.0001 sample_file=2,,,,,,,,,,,,256,,0.0001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa072495,vt_optimize:tact,2020-04-02 08:20:08,0:16:59,completed,batch_size=128 cuda=1 lr=0.5 sample_file=2,,,,,,,,,,,,128,,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab221d44,vt_optimize:vis,2020-04-02 08:15:25,0:31:37,completed,batch_size=256 cuda=2 lr=0.001 sample_file=2,,,,,,,,,,,,256,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfe900e9,vt_optimize:tact,2020-04-02 08:02:41,0:17:27,completed,batch_size=128 cuda=1 lr=0.1 sample_file=2,,,,,,,,,,,,128,,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af9e260d,vt_optimize:vis,2020-04-02 07:47:53,0:27:32,completed,batch_size=128 cuda=2 lr=0.05 sample_file=2,,,,,,,,,,,,128,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7d888bb,vt_optimize:tact,2020-04-02 07:45:32,0:17:08,completed,batch_size=128 cuda=1 lr=0.0005 sample_file=2,,,,,,,,,,,,128,,0.0005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843e757a,vt_optimize:tact,2020-04-02 07:28:19,0:17:12,completed,batch_size=128 cuda=1 lr=0.0001 sample_file=2,,,,,,,,,,,,128,,0.0001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6a8cc05,vt_optimize:vis,2020-04-02 07:20:26,0:27:26,completed,batch_size=128 cuda=2 lr=0.01 sample_file=2,,,,,,,,,,,,128,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263e5d4,vt_optimize:tact,2020-04-02 07:11:09,0:17:10,completed,batch_size=64 cuda=1 lr=0.5 sample_file=2,,,,,,,,,,,,64,,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae7d9fb2,vt_optimize:tact,2020-04-02 06:53:54,0:17:14,completed,batch_size=64 cuda=1 lr=0.1 sample_file=2,,,,,,,,,,,,64,,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056a70f,vt_optimize:vis,2020-04-02 06:52:53,0:27:33,completed,batch_size=128 cuda=2 lr=0.005 sample_file=2,,,,,,,,,,,,128,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bff564f,vt_optimize:tact,2020-04-02 06:36:40,0:17:14,completed,batch_size=64 cuda=1 lr=0.0005 sample_file=2,,,,,,,,,,,,64,,0.0005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45af2533,vt_optimize:vis,2020-04-02 06:25:40,0:27:13,completed,batch_size=128 cuda=2 lr=0.001 sample_file=2,,,,,,,,,,,,128,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ea30cbc,vt_optimize:tact,2020-04-02 06:19:23,0:17:16,completed,batch_size=64 cuda=1 lr=0.0001 sample_file=2,,,,,,,,,,,,64,,0.0001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e98cfb0,vt_optimize:vis,2020-04-02 06:00:21,0:25:18,completed,batch_size=64 cuda=2 lr=0.05 sample_file=2,,,,,,,,,,,,64,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a431b42d,vt_optimize:tact,2020-04-02 05:59:16,0:20:07,completed,batch_size=8 cuda=1 lr=0.5 sample_file=2,,,,,,,,,,,,8,,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a7eb75c,vt_optimize:tact,2020-04-02 05:39:15,0:20:00,completed,batch_size=8 cuda=1 lr=0.1 sample_file=2,,,,,,,,,,,,8,,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23b1d9f,vt_optimize:vis,2020-04-02 05:34:55,0:25:26,completed,batch_size=64 cuda=2 lr=0.01 sample_file=2,,,,,,,,,,,,64,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd54d974,vt_optimize:tact,2020-04-02 05:19:24,0:19:50,completed,batch_size=8 cuda=1 lr=0.0005 sample_file=2,,,,,,,,,,,,8,,0.0005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411f032f,vt_optimize:vis,2020-04-02 05:09:42,0:25:12,completed,batch_size=64 cuda=2 lr=0.005 sample_file=2,,,,,,,,,,,,64,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610fe0d,vt_optimize:tact,2020-04-02 04:59:24,0:20:00,completed,batch_size=8 cuda=1 lr=0.0001 sample_file=2,,,,,,,,,,,,8,,0.0001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fd011ec,vt_optimize:vis,2020-04-02 04:43:45,0:25:56,completed,batch_size=64 cuda=2 lr=0.001 sample_file=2,,,,,,,,,,,,64,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c25d66f3,vt_optimize:vis,2020-04-02 04:14:57,0:28:47,completed,batch_size=8 cuda=2 lr=0.05 sample_file=2,,,,,,,,,,,,8,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d97c1621,vt_optimize:tact,2020-04-02 04:05:47,0:53:36,completed,batch_size=1 cuda=1 lr=0.5 sample_file=2,,,,,,,,,,,,1,,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1aae9b10,vt_optimize:vis,2020-04-02 03:46:39,0:28:18,completed,batch_size=8 cuda=2 lr=0.01 sample_file=2,,,,,,,,,,,,8,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676e669,vt_optimize:vis,2020-04-02 03:18:23,0:28:15,completed,batch_size=8 cuda=2 lr=0.005 sample_file=2,,,,,,,,,,,,8,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2b279ce,vt_optimize:tact,2020-04-02 03:10:01,0:55:46,completed,batch_size=1 cuda=1 lr=0.1 sample_file=2,,,,,,,,,,,,1,,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d1cbc84,vt_optimize:vis,2020-04-02 02:50:15,0:28:08,completed,batch_size=8 cuda=2 lr=0.001 sample_file=2,,,,,,,,,,,,8,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbc7dce4,vt_optimize:vis,2020-04-02 02:04:13,0:46:01,completed,batch_size=1 cuda=2 lr=0.05 sample_file=2,,,,,,,,,,,,1,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e18fee8,vt_optimize:tact,2020-04-02 01:57:47,1:12:13,completed,batch_size=1 cuda=1 lr=0.0005 sample_file=2,,,,,,,,,,,,1,,0.0005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b6d4194,vt_optimize:vis,2020-04-02 01:18:29,0:45:43,completed,batch_size=1 cuda=2 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eea465ff,vt_optimize:vis,2020-04-02 00:36:13,0:42:16,completed,batch_size=1 cuda=2 lr=0.005 sample_file=2,,,,,,,,,,,,1,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540704c,vt_optimize:tact,2020-04-02 00:34:40,1:23:06,completed,batch_size=1 cuda=1 lr=0.0001 sample_file=2,,,,,,,,,,,,1,,0.0001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d5db4b9,vt_optimize:vis,2020-04-02 00:11:21,0:24:51,completed,batch_size=1 cuda=2 lr=0.001 sample_file=2,,,,,,,,,,,,1,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c59740ec,vt_optimize:tact,2020-04-02 00:09:42,0:05:34,completed,batch_size=256 cuda=1 lr=0.05 sample_file=2,,,,,,,,,,,,256,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a8f3ce7,vt_optimize:tact,2020-04-02 00:05:12,0:04:29,completed,batch_size=256 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,256,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a568051f,vt_optimize:tact,2020-04-02 00:00:50,0:04:21,completed,batch_size=256 cuda=1 lr=0.005 sample_file=2,,,,,,,,,,,,256,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850e8742,vt_optimize:tact,2020-04-01 23:56:40,0:04:10,completed,batch_size=256 cuda=1 lr=0.001 sample_file=2,,,,,,,,,,,,256,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000651d5,vt_optimize:tact,2020-04-01 23:52:39,0:04:00,completed,batch_size=128 cuda=1 lr=0.05 sample_file=2,,,,,,,,,,,,128,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415b92d7,vt_optimize:tact,2020-04-01 23:49:00,0:03:38,completed,batch_size=128 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,128,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd2f86e5,vt_optimize:tact,2020-04-01 23:45:32,0:03:27,completed,batch_size=128 cuda=1 lr=0.005 sample_file=2,,,,,,,,,,,,128,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeecd0bb,vt_optimize:tact,2020-04-01 23:42:06,0:03:26,completed,batch_size=128 cuda=1 lr=0.001 sample_file=2,,,,,,,,,,,,128,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2efcc362,vt_optimize:tact,2020-04-01 23:38:49,0:03:16,completed,batch_size=64 cuda=1 lr=0.05 sample_file=2,,,,,,,,,,,,64,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a1ea201,vt_optimize:tact,2020-04-01 23:35:35,0:03:14,completed,batch_size=64 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,64,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30c14d48,vt_optimize:tact,2020-04-01 23:32:25,0:03:10,completed,batch_size=64 cuda=1 lr=0.005 sample_file=2,,,,,,,,,,,,64,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d01f0ff,vt_optimize:tact,2020-04-01 23:29:15,0:03:09,completed,batch_size=64 cuda=1 lr=0.001 sample_file=2,,,,,,,,,,,,64,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb187093,vt_optimize:tact,2020-04-01 23:25:34,0:03:40,completed,batch_size=8 cuda=1 lr=0.05 sample_file=2,,,,,,,,,,,,8,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10ece05e,vt_optimize:tact,2020-04-01 23:21:51,0:03:42,completed,batch_size=8 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,8,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e01e0149,vt_optimize:tact,2020-04-01 23:18:18,0:03:32,completed,batch_size=8 cuda=1 lr=0.005 sample_file=2,,,,,,,,,,,,8,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c53800d2,vt_optimize:tact,2020-04-01 23:14:48,0:03:29,completed,batch_size=8 cuda=1 lr=0.001 sample_file=2,,,,,,,,,,,,8,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c250fbe,vt_optimize:tact,2020-04-01 23:05:15,0:09:33,completed,batch_size=1 cuda=1 lr=0.05 sample_file=2,,,,,,,,,,,,1,,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d0556b,vt_optimize:tact,2020-04-01 22:55:34,0:09:40,completed,batch_size=1 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0f045fa,vt_optimize:tact,2020-04-01 22:45:56,0:09:37,completed,batch_size=1 cuda=1 lr=0.005 sample_file=2,,,,,,,,,,,,1,,0.005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0f1555d,vt_optimize:tact,2020-04-01 22:36:20,0:09:35,completed,batch_size=1 cuda=1 lr=0.001 sample_file=2,,,,,,,,,,,,1,,0.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928aa3e,vt_optimize:tact,2020-04-01 22:23:51,0:09:32,error,batch_size=1 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c43f1c7,vt_optimize:tact,2020-04-01 22:11:07,0:09:27,error,batch_size=1 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b07ed57a,vt_optimize:tact,2020-04-01 22:10:41,0:00:00,error,batch_size=1 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570c084f,vt_optimize:tact,2020-04-01 22:10:14,0:00:00,error,batch_size=1 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07176c52,vt_optimize:tact,2020-04-01 22:09:51,0:00:00,error,batch_size=1 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb22789a,vt_optimize:tact,2020-04-01 22:09:30,0:00:00,error,batch_size=1 cuda=1 lr=0.01 sample_file=2,,,,,,,,,,,,1,,0.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2602d22,vtsnn:viz_ann_cnn3d,2020-03-25 07:18:38,4:32:02,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=5,,,,,,,,,,,,8,5000,1e-05,5,,0.0,1.0,0.295576274394989,0.8333333134651184,0.7166666388511658,1.0,,,,,,,,,,,,,,,,,,,,,,
b704ff14,vtsnn:viz_ann_cnn3d,2020-03-25 02:49:29,4:29:08,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=4,,,,,,,,,,,,8,5000,1e-05,4,,0.0,1.0,0.4921916127204895,0.6333333253860474,0.5333333611488342,1.0,,,,,,,,,,,,,,,,,,,,,,
b28beb61,vtsnn:viz_ann_cnn3d,2020-03-24 22:20:10,4:29:18,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=3,,,,,,,,,,,,8,5000,1e-05,3,,0.0,1.0,0.20829446613788605,0.8166666626930237,0.7666666507720947,1.0,,,,,,,,,,,,,,,,,,,,,,
ca969dd0,vtsnn:viz_ann_cnn3d,2020-03-24 17:54:15,4:25:54,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=2,,,,,,,,,,,,8,5000,1e-05,2,,0.0,1.0,0.6355583667755127,0.699999988079071,0.6166666746139526,1.0,,,,,,,,,,,,,,,,,,,,,,
a5482a38,vtsnn:viz_ann_cnn3d,2020-03-24 13:31:16,4:22:58,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=1,,,,,,,,,,,,8,5000,1e-05,1,,0.0,1.0,0.24557530879974365,0.7666666507720947,0.6833333373069763,1.0,,,,,,,,,,,,,,,,,,,,,,
92845756,vtsnn:viz_ann_cnn3d,2020-03-24 13:31:07,0:00:03,terminated,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=1,,,,,,,,,,,,8,5000,1e-05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c02108fb,vtsnn:viz_ann_cnn3d,2020-03-24 13:31:07,,staged,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=5,,,,,,,,,,,,8,5000,1e-05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52990b4f,vtsnn:viz_ann_cnn3d,2020-03-24 13:31:07,,staged,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=4,,,,,,,,,,,,8,5000,1e-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41e5ac73,vtsnn:viz_ann_cnn3d,2020-03-24 13:31:07,,staged,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=3,,,,,,,,,,,,8,5000,1e-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c6f53cf,vtsnn:viz_ann_cnn3d,2020-03-24 13:31:07,,staged,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=5000 lr=1.0e-05 output_size=20 sample_file=2,,,,,,,,,,,,8,5000,1e-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd9cb9cb,vtsnn:mm_ann_cnn3d,2020-03-24 05:11:42,0:33:11,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=5,,,,,,,,,,,,8,600,1e-05,5,20,7.354840636253357e-05,1.0,0.1291934996843338,0.8500000238418579,0.800000011920929,1.0,,,,,,,,,,,,,,,,,,,,,,
cfbff977,vtsnn:mm_ann_cnn3d,2020-03-24 04:38:39,0:33:03,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=5,,,,,,,,,,,,8,600,1e-05,5,20,0.00025613754405640066,1.0,0.10750266909599304,0.800000011920929,0.7666666507720947,1.0,,,,,,,,,,,,,,,,,,,,,,
2a2e5c1d,vtsnn:mm_ann_cnn3d,2020-03-24 04:05:34,0:33:04,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=5,,,,,,,,,,,,8,600,1e-05,5,20,0.0001339958398602903,1.0,0.1176997572183609,0.8500000238418579,0.8166666626930237,1.0,,,,,,,,,,,,,,,,,,,,,,
067a3a00,vtsnn:mm_ann_cnn3d,2020-03-24 03:32:34,0:33:00,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=4,,,,,,,,,,,,8,600,1e-05,4,20,0.000187244892003946,1.0,0.10473344475030899,0.800000011920929,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,
70846ac2,vtsnn:mm_ann_cnn3d,2020-03-24 02:59:30,0:33:03,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=4,,,,,,,,,,,,8,600,1e-05,4,20,0.00013629333989229053,1.0,0.08295156806707382,0.75,0.7333333492279053,1.0,,,,,,,,,,,,,,,,,,,,,,
1ba2741b,vtsnn:mm_ann_cnn3d,2020-03-24 02:26:25,0:33:03,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=4,,,,,,,,,,,,8,600,1e-05,4,20,0.000266760092927143,1.0,0.0930609181523323,0.7833333611488342,0.7666666507720947,1.0,,,,,,,,,,,,,,,,,,,,,,
f8c7340d,vtsnn:mm_ann_cnn3d,2020-03-24 01:53:23,0:33:01,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=3,,,,,,,,,,,,8,600,1e-05,3,20,0.00021912058582529426,1.0,0.08445833623409271,0.8666666746139526,0.8166666626930237,1.0,,,,,,,,,,,,,,,,,,,,,,
e0b425a8,vtsnn:mm_ann_cnn3d,2020-03-24 01:20:03,0:33:19,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=3,,,,,,,,,,,,8,600,1e-05,3,20,9.02573301573284e-05,1.0,0.08094549179077148,0.8666666746139526,0.7833333611488342,1.0,,,,,,,,,,,,,,,,,,,,,,
404bcbaf,vtsnn:mm_ann_cnn3d,2020-03-24 00:47:03,0:32:59,completed,batch_size=8 checkpoint_dir=. data_dir=/home/…/data_VT_SNN epochs=600 lr=1.0e-05 output_size=20 sample_file=3,,,,,,,,,,,,8,600,1e-05,3,20,0.00014140010171104223,1.0,0.08780636638402939,0.8166666626930237,0.7833333611488342,1.0,,,,,,,,,,,,,,,,,,,,,,
